,mean-z-table_count,mean-z-table_percent_correct,sum-of-interior-angles-figures-with-more-than-3-sides-z-sum-of-interior-angles-triangle_count,sum-of-interior-angles-figures-with-more-than-3-sides-z-sum-of-interior-angles-triangle_percent_correct,finding-percents_count,finding-percents_percent_correct,angles-on-parallel-lines-cut-by-a-transversal-z-supplementary-angles_count,angles-on-parallel-lines-cut-by-a-transversal-z-supplementary-angles_percent_correct,fraction-of-z-ordering-fractions_count,fraction-of-z-ordering-fractions_percent_correct,mode-z-stem-and-leaf-plot_count,mode-z-stem-and-leaf-plot_percent_correct,ordering-fractions-z-ordering-positive-decimals_count,ordering-fractions-z-ordering-positive-decimals_percent_correct,proportion_count,proportion_percent_correct,proportion-z-table_count,proportion-z-table_percent_correct,94_count,94_percent_correct,area-triangle_count,area-triangle_percent_correct,unit-conversion-within-a-system_count,unit-conversion-within-a-system_percent_correct,ordering-fractions-z-table_count,ordering-fractions-z-table_percent_correct,angles-on-parallel-lines-cut-by-a-transversal_count,angles-on-parallel-lines-cut-by-a-transversal_percent_correct,graph-shape-z-point-plotting_count,graph-shape-z-point-plotting_percent_correct,median-z-stem-and-leaf-plot_count,median-z-stem-and-leaf-plot_percent_correct,supplementary-angles_count,supplementary-angles_percent_correct,median_count,median_percent_correct,mean-z-stem-and-leaf-plot_count,mean-z-stem-and-leaf-plot_percent_correct,range-z-stem-and-leaf-plot_count,range-z-stem-and-leaf-plot_percent_correct,mean_count,mean_percent_correct,98-z-scatter-plot_count,98-z-scatter-plot_percent_correct,counting-methods_count,counting-methods_percent_correct,prime-number_count,prime-number_percent_correct,subtraction-whole-numbers_count,subtraction-whole-numbers_percent_correct,congruence-z-equation-solving-more-than-two-steps-z-perimeter-of-a-polygon-z-substitution_count,congruence-z-equation-solving-more-than-two-steps-z-perimeter-of-a-polygon-z-substitution_percent_correct,median-z-table_count,median-z-table_percent_correct,probability-compound_count,probability-compound_percent_correct,ordering-positive-decimals_count,ordering-positive-decimals_percent_correct,rounding_count,rounding_percent_correct,percent-of_count,percent-of_percent_correct,105-z-98-z-99_count,105-z-98-z-99_percent_correct,20-z-properties-and-classification-triangles_count,20-z-properties-and-classification-triangles_percent_correct,38-z-perimeter-of-a-polygon_count,38-z-perimeter-of-a-polygon_percent_correct,mode-z-table_count,mode-z-table_percent_correct,addition-and-subtraction-integers_count,addition-and-subtraction-integers_percent_correct,absolute-value-z-addition-and-subtraction-integers_count,absolute-value-z-addition-and-subtraction-integers_percent_correct,pattern-finding--z-table_count,pattern-finding--z-table_percent_correct,99-z-picking-equation-and-expression-from-choices_count,99-z-picking-equation-and-expression-from-choices_percent_correct,fraction-of_count,fraction-of_percent_correct,perimeter-of-a-polygon-z-properties-and-classification-triangles_count,perimeter-of-a-polygon-z-properties-and-classification-triangles_percent_correct,substitution_count,substitution_percent_correct,100_count,100_percent_correct,congruence-z-substitution_count,congruence-z-substitution_percent_correct,ordering-fractions_count,ordering-fractions_percent_correct,percent-of-z-venn-diagram_count,percent-of-z-venn-diagram_percent_correct,area-circle-z-area-rectangle_count,area-circle-z-area-rectangle_percent_correct,line-plot-z-range_count,line-plot-z-range_percent_correct,range_count,range_percent_correct,absolute-value-z-addition-and-subtraction-integers-z-point-plotting-z-subtraction-whole-numbers_count,absolute-value-z-addition-and-subtraction-integers-z-point-plotting-z-subtraction-whole-numbers_percent_correct,conversion-of-fraction-decimals-percents_count,conversion-of-fraction-decimals-percents_percent_correct,sum-of-interior-angles-triangle_count,sum-of-interior-angles-triangle_percent_correct,graph-shape_count,graph-shape_percent_correct,absolute-value-z-subtraction-whole-numbers_count,absolute-value-z-subtraction-whole-numbers_percent_correct,sum-of-interior-angles-triangle-z-supplementary-angles_count,sum-of-interior-angles-triangle-z-supplementary-angles_percent_correct,absolute-value-z-addition-whole-numbers_count,absolute-value-z-addition-whole-numbers_percent_correct,conversion-of-fraction-decimals-percents-z-equivalent-fractions-z-finding-fractions-and-ratio-z-ordering-positive-decimals_count,conversion-of-fraction-decimals-percents-z-equivalent-fractions-z-finding-fractions-and-ratio-z-ordering-positive-decimals_percent_correct,circle-graph-z-equivalent-fractions-z-proportion_count,circle-graph-z-equivalent-fractions-z-proportion_percent_correct,addition-and-subtraction-integers-z-multiplication-whole-numbers-z-substitution_count,addition-and-subtraction-integers-z-multiplication-whole-numbers-z-substitution_percent_correct,equivalent-fractions_count,equivalent-fractions_percent_correct,addition-and-subtraction-positive-decimals_count,addition-and-subtraction-positive-decimals_percent_correct,circle-graph-z-proportion_count,circle-graph-z-proportion_percent_correct,multiplication-whole-numbers-z-substitution_count,multiplication-whole-numbers-z-substitution_percent_correct,exponents_count,exponents_percent_correct,congruence_count,congruence_percent_correct,100-z-picking-equation-and-expression-from-choices_count,100-z-picking-equation-and-expression-from-choices_percent_correct,99_count,99_percent_correct,98_count,98_percent_correct,circle-graph-z-percent-of_count,circle-graph-z-percent-of_percent_correct,91_count,91_percent_correct,number-line_count,number-line_percent_correct,scientific-notation_count,scientific-notation_percent_correct,probability-simple_count,probability-simple_percent_correct,properties-and-classification-triangles_count,properties-and-classification-triangles_percent_correct,finding-fractions-and-ratio_count,finding-fractions-and-ratio_percent_correct,congruence-z-similar-figures_count,congruence-z-similar-figures_percent_correct,equivalent-fractions-z-table_count,equivalent-fractions-z-table_percent_correct,addition-whole-numbers_count,addition-whole-numbers_percent_correct,venn-diagram_count,venn-diagram_percent_correct,stem-and-leaf-plot_count,stem-and-leaf-plot_percent_correct,45_count,45_percent_correct,multiplication-whole-numbers_count,multiplication-whole-numbers_percent_correct,perimeter-of-a-polygon_count,perimeter-of-a-polygon_percent_correct,multiplication-and-division-integers_count,multiplication-and-division-integers_percent_correct,square-root_count,square-root_percent_correct,line-plot_count,line-plot_percent_correct,100-z-99_count,100-z-99_percent_correct,parallel-and-perpendicular-lines_count,parallel-and-perpendicular-lines_percent_correct,write-linear-equation-from-ordered-pairs_count,write-linear-equation-from-ordered-pairs_percent_correct,pythagorean-theorem_count,pythagorean-theorem_percent_correct,pattern-finding-_count,pattern-finding-_percent_correct,point-plotting_count,point-plotting_percent_correct,area-circle_count,area-circle_percent_correct,equation-solving-more-than-two-steps_count,equation-solving-more-than-two-steps_percent_correct,choose-an-equation-from-given-information-z-intercept-z-linear-equations-z-slope_count,choose-an-equation-from-given-information-z-intercept-z-linear-equations-z-slope_percent_correct,addition-and-subtraction-positive-decimals-z-area-circle_count,addition-and-subtraction-positive-decimals-z-area-circle_percent_correct,ordering-integers_count,ordering-integers_percent_correct,sum-of-interior-angles-figures-with-more-than-3-sides-z-supplementary-angles_count,sum-of-interior-angles-figures-with-more-than-3-sides-z-supplementary-angles_percent_correct
eddyzr,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.3333333333333333,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,1,1.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,10,0.5,0,0.0,0,0.0,2,0.5,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,10,0.4,0,0.0
yulissaas,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0,0,0.0,1,1.0,0,0,1,1.0,1,1.0,0,0,0,0,1,1.0,1,0.0,2,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1,1.0,0,0.0,1,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,1,1.0,0,0.0,1,1.0,2,1.0,0,0,5,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0
bryanpm,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1,1.0,0,0,1,0.0,1,1.0,0,0,0,0,1,1.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0
esmeraldas,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,3,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,1,1.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0
yoharacc,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.3333333333333333,0,0.0,0,0.0,17,0.4117647058823529,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,45,0.15555555555555556,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0
angelicamt,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0,0,0.0,1,1.0,0,0,1,0.0,0,0.0,0,0,0,0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0
kylejw,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,1,0.0,1,0.0,0,0,0,0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,1,1.0,0,0.0,1,0.0,2,1.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0
huldalv,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,7,0.7142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0
ayehit,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,1,1.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0
michaelarj,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0,0,0.0,1,0.0,0,0,1,1.0,1,1.0,0,0,0,0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,3,1.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0
angelos,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.14285714285714285,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.16666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,3,0.3333333333333333,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0
mollyrr,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,1,1.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1,0.0,0,0,1,0.0,0,0.0,1,1.0,3,0.6666666666666666,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0
alyciaew,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.5,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,1,1.0,8,0.875,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,26,0.23076923076923078,0,0.0,0,0,0,0,0,0.0,0,0.0,3,1.0,0,0.0
destinymb,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,8,0.625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,18,0.05555555555555555,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0
jerrys,0,0.0,0,0.0,11,0.0,0,0.0,0,0.0,0,0.0,4,0.0,19,0.5263157894736842,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,1.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,5,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.25,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0
benjaminrz,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0,0,0.0,2,0.0,0,0,0,0.0,0,0.0,0,0,0,0,3,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,2,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0
tatyanag,0,0.0,0,0.0,14,0.0,0,0.0,0,0.0,0,0.0,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,1,1.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0
vanessaab,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.14285714285714285,0,0.0,0,0.0,22,0.3181818181818182,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40,0.2,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28,0.5357142857142857,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0
